word,tag,age,gender
I,PRON,1,1
would,VERB,1,1
definitely,ADV,1,1
use,VERB,1,1
again,ADV,1,1
Having,VERB,1,1
found,VERB,1,1
differing,ADJ,1,1
opinions,NOUN,1,1
on,ADP,1,1
how,ADV,1,1
to,PRT,1,1
include,VERB,1,1
group,VERB,1,1
or,CONJ,1,1
associate,VERB,1,1
a,DET,1,1
Horstmann,NOUN,1,1
HRT0,NOUN,1,1
ZW,NOUN,1,1
thermostat,NOUN,1,1
and,CONJ,1,1
ASR,NOUN,1,1
ZW,NOUN,1,1
receiver,NOUN,1,1
switch,NOUN,1,1
one,NUM,1,1
thing,NOUN,1,1
I,PRON,1,1
can,VERB,1,1
say,VERB,1,1
is,VERB,1,1
UK,NOUN,1,1
Automation,NOUN,1,1
s,PRT,1,1
instructions,NOUN,1,1
actually,ADV,1,1
work,VERB,1,1
they,PRON,1,1
offer,VERB,1,1
specific,ADJ,1,1
instructions,NOUN,1,1
on,ADP,1,1
how,ADV,1,1
to,PRT,1,1
do,VERB,1,1
this,PRON,1,1
and,CONJ,1,1
I,PRON,1,1
can,VERB,1,1
thoroughly,ADV,1,1
recommend,VERB,1,1
following,VERB,1,1
these,PRON,1,1
When,ADV,1,1
introduced,VERB,1,1
to,PRT,1,1
the,DET,1,1
BT,NOUN,1,1
service,NOUN,1,1
by,ADP,1,1
purchasing,NOUN,1,1
BTVision,NOUN,1,1
package,NOUN,1,1
I,PRON,1,1
thought,VERB,1,1
it,PRON,1,1
would,VERB,1,1
be,VERB,1,1
like,ADP,1,1
all,DET,1,1
the,DET,1,1
rest,NOUN,1,1
Lord,NOUN,1,1
Travel,NOUN,1,1
are,VERB,1,1
the,DET,1,1
operators,NOUN,1,1
of,ADP,1,1
the,DET,1,1
service,NOUN,1,1
and,CONJ,1,1
are,VERB,1,1
a,DET,1,1
complete,ADJ,1,1
shambles,NOUN,1,1
We,PRON,1,1
would,VERB,1,1
consider,VERB,1,1
using,VERB,1,1
Lowcost,NOUN,1,1
again,ADV,1,1
but,CONJ,1,1
feel,VERB,1,1
they,PRON,1,1
should,VERB,1,1
only,ADV,1,1
sell,VERB,1,1
properties,NOUN,1,1
who,PRON,1,1
can,VERB,1,1
supply,VERB,1,1
the,DET,1,1
service,NOUN,1,1
as,ADP,1,1
advertised,VERB,1,1
I,PRON,1,1
have,VERB,1,1
purchased,VERB,1,1
quite,ADV,1,1
a,DET,1,1
few,ADJ,1,1
packs,NOUN,1,1
of,ADP,1,1
seeds,NOUN,1,1
from,ADP,1,1
time,NOUN,1,1
to,ADP,1,1
time,NOUN,1,1
and,CONJ,1,1
must,VERB,1,1
say,VERB,1,1
the,DET,1,1
end,NOUN,1,1
product,NOUN,1,1
is,VERB,1,1
a,DET,1,1
delight,NOUN,1,1
in,ADP,1,1
any,DET,1,1
garden,NOUN,1,1
or,CONJ,1,1
pot,NOUN,1,1
I,PRON,1,1
picked,VERB,1,1
a,DET,1,1
more,ADV,1,1
expensive,ADJ,1,1
item,NOUN,1,1
and,CONJ,1,1
they,PRON,1,1
gave,VERB,1,1
me,PRON,1,1
an,DET,1,1
unasked,ADJ,1,1
for,PRT,1,1
discount,NOUN,1,1
no,DET,1,1
problems,NOUN,1,1
whatsoever,ADV,1,1
with,ADP,1,1
the,DET,1,1
product,NOUN,1,1
its,PRON,1,1
fantastic,ADJ,1,1
but,CONJ,1,1
the,DET,1,1
courier,NOUN,1,1
service,NOUN,1,1
was,VERB,1,1
very,ADV,1,1
difficult,ADJ,1,1
to,PRT,1,1
say,VERB,1,1
the,DET,1,1
least,NOUN,1,1
I,PRON,1,1
suspect,VERB,1,1
that,CONJ,1,1
this,PRON,1,1
was,VERB,1,1
just,ADV,1,1
another,DET,1,1
groupon,NOUN,1,1
deal,NOUN,1,1
that,PRON,1,1
failed,VERB,1,1
to,PRT,1,1
be,VERB,1,1
fulfilled,VERB,1,1
Will,VERB,1,1
definately,ADV,1,1
be,VERB,1,1
buying,VERB,1,1
all,DET,1,1
future,ADJ,1,1
games,NOUN,1,1
and,CONJ,1,1
accessories,NOUN,1,1
from,ADP,1,1
here,ADV,1,1
for,ADP,1,1
my,DET,1,1
PS0,NOUN,1,1
and,CONJ,1,1
my,DET,1,1
XBOX,NOUN,1,1
000,NUM,1,1
I,PRON,1,1
bought,VERB,1,1
a,DET,1,1
shield,NOUN,1,1
for,ADP,1,1
my,DET,1,1
"""",.,1,1
new,ADJ,1,1
"""",.,1,1
ipad,NOUN,1,1
mini,NOUN,1,1
from,ADP,1,1
Extreme,NOUN,1,1
because,CONJ,1,1
the,DET,1,1
actual,ADJ,1,1
cost,NOUN,1,1
of,ADP,1,1
the,DET,1,1
Apple,NOUN,1,1
one,PRON,1,1
on,ADP,1,1
sale,NOUN,1,1
everywhere,ADV,1,1
was,VERB,1,1
almost,ADV,1,1
double,NOUN,1,1
the,DET,1,1
price,NOUN,1,1
that,PRON,1,1
Extreme,NOUN,1,1
charge,VERB,1,1
and,CONJ,1,1
they,PRON,1,1
also,ADV,1,1
give,VERB,1,1
two,NUM,1,1
screen,NOUN,1,1
savers,NOUN,1,1
and,CONJ,1,1
a,DET,1,1
clear,ADJ,1,1
back,NOUN,1,1
for,ADP,1,1
the,DET,1,1
ipad,NOUN,1,1
But,CONJ,1,1
wasn,VERB,1,1
t,PRT,1,1
I,PRON,1,1
pleasantly,ADV,1,1
surprised,VERB,1,1
this,PRON,1,1
was,VERB,1,1
my,DET,1,1
first,ADJ,1,1
purchase,NOUN,1,1
from,ADP,1,1
creative,NOUN,1,1
audio,NOUN,1,1
and,CONJ,1,1
would,VERB,1,1
not,ADV,1,1
hesitate,VERB,1,1
to,PRT,1,1
buy,VERB,1,1
from,ADP,1,1
them,PRON,1,1
Well,X,1,1
that,PRON,1,1
s,VERB,1,1
me,DET,1,1
parcel,NOUN,1,1
back,ADV,1,1
In,ADP,1,1
Germany,NOUN,1,1
Many,ADJ,1,1
thanks,NOUN,1,1
Nitrotek,NOUN,1,1
00,NUM,1,1
00,NUM,1,1
Our,DET,1,1
flights,NOUN,1,1
were,VERB,1,1
cancelled,VERB,1,1
on,ADP,1,1
December,NOUN,1,1
00th,NOUN,1,1
from,ADP,1,1
heathrow,NOUN,1,1
due,CONJ,1,1
to,PRT,1,1
the,DET,1,1
adverse,ADJ,1,1
weather,NOUN,1,1
situation,NOUN,1,1
Excellent,ADJ,1,1
products,NOUN,1,1
huge,ADJ,1,1
selection,NOUN,1,1
super,ADV,1,1
fast,ADJ,1,1
shipping,NOUN,1,1
and,CONJ,1,1
as,ADP,1,1
always,ADV,1,1
great,ADJ,1,1
customer,NOUN,1,1
service,NOUN,1,1
I,PRON,1,1
ve,VERB,1,1
noticed,VERB,1,1
a,DET,1,1
difference,NOUN,1,1
to,ADP,1,1
my,DET,1,1
arthritis,NOUN,1,1
pains,NOUN,1,1
since,ADV,1,1
taking,VERB,1,1
the,DET,1,1
Green,NOUN,1,1
Lipped,NOUN,1,1
Mussel,NOUN,1,1
extract,NOUN,1,1
I,PRON,1,1
tried,VERB,1,1
to,PRT,1,1
contact,VERB,1,1
Cardata,NOUN,1,1
and,CONJ,1,1
all,NOUN,1,1
they,PRON,1,1
do,VERB,1,1
after,ADP,1,1
speaking,NOUN,1,1
two,ADP,1,1
a,DET,1,1
adviser,NOUN,1,1
and,CONJ,1,1
telling,VERB,1,1
him,PRON,1,1
my,DET,1,1
name,NOUN,1,1
they,PRON,1,1
hung,VERB,1,1
up,PRT,1,1
constantly,ADV,1,1
and,CONJ,1,1
will,VERB,1,1
not,ADV,1,1
give,VERB,1,1
their,DET,1,1
names,NOUN,1,1
Have,VERB,1,1
I,PRON,1,1
just,ADV,1,1
been,VERB,1,1
lucky,ADJ,1,1
so,ADV,1,1
far,ADV,1,1
The,DET,1,1
chip,NOUN,1,1
arrived,VERB,1,1
the,DET,1,1
next,ADJ,1,1
day,NOUN,1,1
and,CONJ,1,1
I,PRON,1,1
was,VERB,1,1
able,ADJ,1,1
to,PRT,1,1
install,VERB,1,1
it,PRON,1,1
easily,ADV,1,1
within,ADP,1,1
0,NUM,1,1
mins,NOUN,1,1
thanks,ADP,1,1
to,ADP,1,1
the,DET,1,1
clear,ADJ,1,1
installation,NOUN,1,1
instructions,NOUN,1,1
provided,VERB,1,1
as,ADP,1,1
well,ADV,1,1
as,ADP,1,1
the,DET,1,1
excellent,ADJ,1,1
video,NOUN,1,1
on,ADP,1,1
the,DET,1,1
Mr,NOUN,1,1
memory,NOUN,1,1
site,NOUN,1,1
Ordered,VERB,1,1
from,ADP,1,1
CameraKing,NOUN,1,1
twice,ADV,1,1
and,CONJ,1,1
both,DET,1,1
times,NOUN,1,1
delivery,NOUN,1,1
was,VERB,1,1
quick,ADJ,1,1
and,CONJ,1,1
item,NOUN,1,1
Phottix,NOUN,1,1
Strato,NOUN,1,1
Nikon,NOUN,1,1
triggers,NOUN,1,1
were,VERB,1,1
cheapest,ADJ,1,1
I,PRON,1,1
could,VERB,1,1
find,VERB,1,1
anywhere,ADV,1,1
on,ADP,1,1
the,DET,1,1
net,NOUN,1,1
If,CONJ,1,1
time,NOUN,1,1
is,VERB,1,1
of,ADP,1,1
the,DET,1,1
essence,NOUN,1,1
there,ADV,1,1
is,VERB,1,1
no,DET,1,1
point,NOUN,1,1
ordering,VERB,1,1
and,CONJ,1,1
expecting,VERB,1,1
delivery,NOUN,1,1
within,ADP,1,1
0,NUM,1,1
or,CONJ,1,1
0,NUM,1,1
days,NOUN,1,1
Well,ADV,1,1
doneMervyn,VERB,1,1
Kinney,NOUN,1,1
Great,ADJ,1,1
range,NOUN,1,1
too,ADV,1,1
We,PRON,0,0
love,VERB,0,0
this,DET,0,0
site,NOUN,0,0
Citylink,NOUN,0,0
are,VERB,0,0
believing,VERB,0,0
the,DET,0,0
lies,NOUN,0,0
of,ADP,0,0
their,DET,0,0
driver,NOUN,0,0
even,ADV,0,0
though,ADV,0,0
the,DET,0,0
signatures,NOUN,0,0
don,VERB,0,0
t,PRT,0,0
match,VERB,0,0
up,PRT,0,0
at,ADP,0,0
all,NOUN,0,0
and,CONJ,0,0
Argos,NOUN,0,0
just,ADV,0,0
can,VERB,0,0
t,PRT,0,0
be,VERB,0,0
bothered,VERB,0,0
to,PRT,0,0
handle,VERB,0,0
any,DET,0,0
further,ADJ,0,0
communication,NOUN,0,0
instead,ADV,0,0
fobbing,VERB,0,0
us,PRON,0,0
off,PRT,0,0
to,ADP,0,0
Paypal,NOUN,0,0
because,CONJ,0,0
they,PRON,0,0
know,VERB,0,0
full,ADV,0,0
well,ADV,0,0
they,PRON,0,0
re,VERB,0,0
covered,VERB,0,0
because,ADP,0,0
of,ADP,0,0
that,DET,0,0
dodgy,ADJ,0,0
signature,NOUN,0,0
After,ADP,0,0
experiencing,VERB,0,0
many,ADJ,0,0
difficulties,NOUN,0,0
with,ADP,0,0
our,DET,0,0
previous,ADJ,0,0
provider,NOUN,0,0
we,PRON,0,0
made,VERB,0,0
the,DET,0,0
move,NOUN,0,0
to,ADP,0,0
Visualsoft,NOUN,0,0
who,PRON,0,0
provided,VERB,0,0
us,PRON,0,0
with,ADP,0,0
the,DET,0,0
perfect,ADJ,0,0
website,NOUN,0,0
for,ADP,0,0
our,DET,0,0
brand,NOUN,0,0
Used,VERB,0,0
a,DET,0,0
voucher,NOUN,0,0
code,NOUN,0,0
from,ADP,0,0
mighty,ADJ,0,0
deals,NOUN,0,0
"""£",.,0,0
00,NUM,0,0
worth,NOUN,0,0
of,ADP,0,0
flowers,NOUN,0,0
for,ADP,0,0
£,X,0,0
00,NUM,0,0
"""",.,0,0
I,PRON,0,0
would,VERB,0,0
never,ADV,0,0
advise,VERB,0,0
to,PRT,0,0
order,VERB,0,0
from,ADP,0,0
this,DET,0,0
company,NOUN,0,0
And,CONJ,0,0
they,PRON,0,0
have,VERB,0,0
no,DET,0,0
empathy,NOUN,0,0
for,ADP,0,0
the,DET,0,0
customer,NOUN,0,0
and,CONJ,0,0
really,ADV,0,0
incompetent,ADJ,0,0
staff,NOUN,0,0
I,PRON,0,0
was,VERB,0,0
amazed,ADJ,0,0
that,CONJ,0,0
they,PRON,0,0
actually,ADV,0,0
delivered,VERB,0,0
my,DET,0,0
car,NOUN,0,0
back,ADV,0,0
home,ADV,0,0
after,ADP,0,0
the,DET,0,0
entire,ADJ,0,0
servicing,NOUN,0,0
was,VERB,0,0
completed,VERB,0,0
They,PRON,0,0
found,VERB,0,0
that,CONJ,0,0
Apple,NOUN,0,0
hasn,VERB,0,0
t,PRT,0,0
even,ADV,0,0
activated,VERB,0,0
the,DET,0,0
0G,ADJ,0,0
network,NOUN,0,0
and,CONJ,0,0
told,VERB,0,0
me,PRON,0,0
to,PRT,0,0
call,VERB,0,0
O0,NOUN,0,0
I,PRON,0,0
have,VERB,0,0
not,ADV,0,0
had,VERB,0,0
any,DET,0,0
further,ADJ,0,0
letters,NOUN,0,0
but,CONJ,0,0
hurrah,X,0,0
they,PRON,0,0
have,VERB,0,0
stopped,VERB,0,0
calling,VERB,0,0
me,PRON,0,0
I,PRON,0,0
received,VERB,0,0
them,PRON,0,0
really,ADV,0,0
quickly,ADV,0,0
and,CONJ,0,0
will,VERB,0,0
use,VERB,0,0
Healthy,NOUN,0,0
Supplies,NOUN,0,0
again,ADV,0,0
really,ADV,0,0
impressed,ADJ,0,0
They,PRON,0,0
even,ADV,0,0
emptied,VERB,0,0
the,DET,0,0
heat,NOUN,0,0
sink,NOUN,0,0
and,CONJ,0,0
cleaned,VERB,0,0
the,DET,0,0
fans,NOUN,0,0
free,ADJ,0,0
of,ADP,0,0
charge,NOUN,0,0
so,CONJ,0,0
my,DET,0,0
laptop,NOUN,0,0
s,VERB,0,0
running,VERB,0,0
extra,ADV,0,0
smoothly,ADV,0,0
now,ADV,0,0
Delivery,NOUN,0,0
and,CONJ,0,0
dispatch,NOUN,0,0
are,VERB,0,0
usually,ADV,0,0
quite,ADV,0,0
quick,ADJ,0,0
and,CONJ,0,0
they,PRON,0,0
often,ADV,0,0
have,VERB,0,0
huge,ADJ,0,0
discount,NOUN,0,0
days,NOUN,0,0
extremely,ADV,0,0
unsatisfied,ADJ,0,0
with,ADP,0,0
the,DET,0,0
customer,NOUN,0,0
services,NOUN,0,0
I,PRON,0,0
recieved,VERB,0,0
when,ADV,0,0
the,DET,0,0
toilet,NOUN,0,0
basin,NOUN,0,0
they,PRON,0,0
supplied,VERB,0,0
was,VERB,0,0
faulty,ADJ,0,0
still,ADV,0,0
waiting,VERB,0,0
for,ADP,0,0
replacement,NOUN,0,0
after,ADP,0,0
reporting,VERB,0,0
fault,NOUN,0,0
0,NUM,0,0
weeks,NOUN,0,0
ago,ADV,0,0
Will,VERB,0,0
not,ADV,0,0
be,VERB,0,0
using,VERB,0,0
again,ADV,0,0
I,PRON,0,0
even,ADV,0,0
tried,VERB,0,0
a,DET,0,0
different,ADJ,0,0
cashback,NOUN,0,0
site,NOUN,0,0
but,CONJ,0,0
went,VERB,0,0
back,PRT,0,0
to,ADP,0,0
Quidco,NOUN,0,0
for,ADP,0,0
its,DET,0,0
reliability,NOUN,0,0
speedy,ADJ,0,0
payment,NOUN,0,0
and,CONJ,0,0
variety,NOUN,0,0
of,ADP,0,0
merchants,NOUN,0,0
Then,ADV,0,0
I,PRON,0,0
discovered,VERB,0,0
their,DET,0,0
free,ADJ,0,0
home,NOUN,0,0
trial,NOUN,0,0
service,NOUN,0,0
I,PRON,0,0
was,VERB,0,0
able,ADJ,0,0
to,PRT,0,0
change,VERB,0,0
it,PRON,0,0
with,ADP,0,0
the,DET,0,0
courier,NOUN,0,0
luckily,ADV,0,0
but,CONJ,0,0
sent,VERB,0,0
a,DET,0,0
complaint,NOUN,0,0
to,ADP,0,0
Ikea,NOUN,0,0
Even,ADV,0,0
for,ADP,0,0
their,DET,0,0
long,ADJ,0,0
haul,NOUN,0,0
flights,NOUN,0,0
they,PRON,0,0
charge,VERB,0,0
for,ADP,0,0
meals,NOUN,0,0
and,CONJ,0,0
seat,NOUN,0,0
selection,NOUN,0,0
which,PRON,0,0
should,VERB,0,0
be,VERB,0,0
included,VERB,0,0
The,DET,0,0
quality,NOUN,0,0
is,VERB,0,0
amazing,ADJ,0,0
for,ADP,0,0
only,ADV,0,0
£,X,0,0
0,NUM,0,0
I,PRON,0,0
ve,VERB,0,0
just,ADV,0,0
found,VERB,0,0
out,PRT,0,0
that,CONJ,0,0
I,PRON,0,0
ve,VERB,0,0
been,VERB,0,0
paying,VERB,0,0
£,X,0,0
00,NUM,0,0
a,ADP,0,0
month,NOUN,0,0
and,CONJ,0,0
not,ADV,0,0
getting,VERB,0,0
my,DET,0,0
0G,NOUN,0,0
awful,ADJ,0,0
We,PRON,0,0
ve,VERB,0,0
asked,VERB,0,0
if,CONJ,0,0
they,PRON,0,0
ll,VERB,0,0
change,VERB,0,0
our,DET,0,0
inbound,NOUN,0,0
flight,NOUN,0,0
time,NOUN,0,0
will,VERB,0,0
deffinately,ADV,0,0
recommend,VERB,0,0
to,ADP,0,0
all,DET,0,0
family,NOUN,0,0
and,CONJ,0,0
friends,NOUN,0,0
If,CONJ,0,0
a,DET,0,0
person,NOUN,0,0
isn,VERB,0,0
t,PRT,0,0
at,ADP,0,0
home,NOUN,0,0
it,PRON,0,0
s,VERB,0,0
OK,ADJ,0,0
to,PRT,0,0
sign,VERB,0,0
for,ADP,0,0
the,DET,0,0
goods,NOUN,0,0
themselves,PRON,0,0
and,CONJ,0,0
do,VERB,0,0
with,ADP,0,0
them,PRON,0,0
what,PRON,0,0
they,PRON,0,0
please,VERB,0,0
Bought,VERB,0,0
a,DET,0,0
Ibanez,NOUN,0,0
AW000,NOUN,0,0
would,VERB,0,0
have,VERB,0,0
rated,VERB,0,0
0,NUM,0,0
but,CONJ,0,0
when,ADV,0,0
took,VERB,0,0
the,DET,0,0
guitar,NOUN,0,0
out,ADP,0,0
the,DET,0,0
box,NOUN,0,0
one,NOUN,0,0
of,ADP,0,0
the,DET,0,0
strings,NOUN,0,0
had,VERB,0,0
snapped,VERB,0,0
Basically,ADV,0,0
we,PRON,0,0
lost,VERB,0,0
a,DET,0,0
phone,NOUN,0,0
somewhere,ADV,0,0
rang,VERB,0,0
it,PRON,0,0
a,DET,0,0
few,ADJ,0,0
times,NOUN,0,0
and,CONJ,0,0
had,VERB,0,0
quite,ADV,0,0
an,DET,0,0
annoying,ADJ,0,0
conversation,NOUN,0,0
with,ADP,0,0
